"","methanotrophy","methanogenesis_by_CO2_reduction_with_H2","methanogenesis_by_reduction_of_methyl_compounds_with_H2","hydrogenotrophic_methanogenesis","methanogenesis","methanol_oxidation","methylotrophy","aerobic_ammonia_oxidation","aerobic_nitrite_oxidation","sulfate_respiration","sulfur_respiration","nitrate_denitrification","chitinolysis","dark_hydrogen_oxidation","nitrogen_fixation","cellulolysis","xylanolysis","dark_sulfide_oxidation","dark_oxidation_of_sulfur_compounds","manganese_oxidation","fermentation","aerobic_chemoheterotrophy","invertebrate_parasites","human_pathogens_septicemia","human_pathogens_pneumonia","human_pathogens_gastroenteritis","human_pathogens_diarrhea","human_pathogens_all","human_gut","animal_parasites_or_symbionts","plant_pathogen","aromatic_hydrocarbon_degradation","aromatic_compound_degradation","aliphatic_non_methane_hydrocarbon_degradation","hydrocarbon_degradation","iron_respiration","nitrate_respiration","nitrate_reduction","intracellular_parasites","chlorate_reducers","predatory_or_exoparasitic","nonphotosynthetic_cyanobacteria","photosynthetic_cyanobacteria","anoxygenic_photoautotrophy_S_oxidizing","photoheterotrophy","ureolysis"
"YB2Outer.16S.S119",0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0.11,0,0,0,0.14,0,22.4,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,1.97,0.83
"YB3Inner.16S.S119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,5.97,76.46,0,0,0,0,0,2.06,2.06,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0
"YB3Mineral.16S.S119",0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,0,4.69,0,0,0,0,0,47.83,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0.94,0.89,0,0,0,0,0,0.57,0
"YB3Organic.16S.S120",0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,3.74,0,0,0,0,0.26,23,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0.26,0.63,0,0.11,0.89,0,0,0,0
"YB3Outer.16S.S120",2.31,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,70.2,0,0,0,0,0,6.71,6.71,0,0,0,0,0,0,0,0,6.71,0,0,0,0,0,0,0,2.31
"YB4Inner.16S.S120",0,56.37,0,56.37,0.03,0,0,0,0,0,0,0,0,56.37,0,0,0,0,0,0,2.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YB4Mineral.16S.S120",1.26,0,0,0,0,0,1.26,0,0,0,0,0,0,6.54,1.26,7.11,0,0,0,0,0,30.89,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0.8,0,0.17,0.66,0,0,0,0
"YB4Organic.16S.S120",0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0,5.26,0,0,0,0,0,26.34,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.26,0,0,1,0,0.23,0.54,0,0,0.31,0
"YB4Outer.16S.S121",0.34,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0.34,2.06,0,0,0,0,3.97,36.74,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2.17,0,0,1.6,1.2,0,0,0,0
"YB5Inner.16S.S121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.91,6.63,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.11,0,0,0
"YB5Mineral.16S.S121",0.09,0,0,0,0.17,0,0,0,0,0,0,0,0,4.8,0,5.14,0,0,0,0,0,24.23,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.83,0.23,0,0.43,0.4,0,0,0,0
"YB5Organic.16S.S121",0,2.97,0,0.74,0.23,0,0,0,0.46,0.2,0,0,0,3.46,0,1.89,0,0,0,0,0.94,19.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.09,0.03,0.17,0,0.6,0.26,0,0,0,0.03
"YB5Outer.16S.S121",1.66,0,0,0,0,1.66,0,0,0,0,0,0,0,1.09,0.49,1.91,0,0,0,0,2.83,54.14,0,0,0,0,0,1.83,1.83,0,0,0,1.54,0,0.37,0,0,1.83,0,0,0,1,0,0,0,2.26
"YB9Organic.16S.S122",0,0,0,0,0,0,0,0,0,0.06,0,0,0,4.03,0,3.43,0,0,0,0,0.34,24.17,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.11,0,2.09,0,0.54,0.37,0,0,0.34,0
"YB9Outer.16S.S122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,3.14,39.09,0,0,0,0,0,1.86,1.86,0,0,0.6,0,0.6,0,0,0,2.34,0,0,0.49,0,0.6,0,0,0
"YBYBInner.16S.S23",0,14.86,0,14.86,0,0,0,0,0,0,0,0,0,14.86,0,0,0,0,0,0,6.66,5.26,0,0,0,0,0,0,0,0.74,0,0,0.6,0,0,0,0,0,0,0,0.06,0,0,0,0,0
"YBYBMineral.16S.S123",1,0,0,0,0,0,1,0,0,0,0,0,0,9.51,1,6.54,0,0,0,0,0,32.06,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,1.2,0.43,0,0.09,0.49,0,0,0.51,0
"YBYBOrganic.16S.S123",0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,5.71,0,0,0,0,0,27.86,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0.4,0,0.66,1.11,0,0,0.4,0
"YBYBOuter.16S.S23",0.14,0,0,0,0,0.14,0,0,0,0.54,0,0,0,0.4,0.4,1.14,0.09,0,0,0,32.71,15.06,0,0.2,0.2,0.2,0,0.66,0.69,3.49,0.2,0,0.46,0,0,0,0.26,1.46,0,0,0,0,0,0,0,0.14
